id, name, latitude, longitude, address, area, city,cost, rating, homedelivery, smoking, alcohol, wifi, valetparking, rooftop  
277,The Marina Upper deck - Rooftop Cafe- Sea Palace Hotel,18.91879941,72.83205148,"Sea Palace Hotel, PJ Ramchandani Marg, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,1600,3.5,no,no,yes,no,yes,no
278,The Junkyard Cafe,19.0550348,72.8281728,"Hill Road, Bandra West164,","Hill Road, Bandra West", Mumbai,2100,3.8,no,yes,yes,no,no,no
279,Punjab Grill,18.9942672,72.8237836,"3rd Floor, Palladium Mall, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,2000,4.4,yes,no,yes,yes,no,no
280,Spesso Gourmet Kitchen,18.9242101,72.8216832,"Ground Floor, Regent Chambers, Jamnalal Bajaj Road,Nariman Point, Mumbai",Nariman Point, Mumbai,1200,4.2,yes,no,no,no,no,no
281,Brewbot Eatery & Pub Brewery,19.1409552,72.8329907,"G01 & 101, Morya Landmark 1, Off New Link Road,Veera Desai Area, Mumbai Veera Desai Area",Veera Desai Area, Mumbai,1500,4.1,yes,yes,yes,yes,yes,no
282,Hello Guppy,19.05949717,72.86482975,"Unit 4, Ground Floor, Jet Airways, Godrej Building,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,1500,4.3,no,yes,yes,no,yes,no
283,Yoko Sizzlers,19.07779661,72.8378826,"10/11, West View 309, SV Road, Near Akbarallys,Santacruz West, Mumbai",Santacruz West, Mumbai,2100,3.7,no,no,no,no,no,no
284,Cafe Chokolade,19.22041799,72.85019897,"Shop 8, Bhattad Towers, Opposite Kora Kendra Ground, Bhattad Road.,Borivali West, Mumbai",Borivali West, Mumbai,500,3.7,yes,no,no,yes,no,no
285,Xico,19.0053453,72.8235243,"Ground Floor, Oasis City, Kamala Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,4000,3.7,no,no,yes,no,yes,no
286,Quattro Ristorante,18.9943101,72.825743,"7, Janta India Estate, Senapati Bapat Marg, Opposite Phoenix Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,1800,4.3,yes,no,yes,no,yes,no
287,Pakka Local Bar,19.10698583,72.88349424,"06/106, Town Center, Opposite Times Square Building,MarolNaka, Marol, Mumbai",Marol, Mumbai,1000,3.7,no,no,yes,yes,yes,no
288,Turban Tales,19.12382723,72.90963953,"2nd Floor, Above Mini Punjab Lakeside, Adishankarashrya Marg, Near Panchkutir Bus Stop, JVLR,Powai, Mumbai",Powai, Mumbai,800,4,no,yes,yes,no,no,no
289,3 Wise Monkeys,19.07054571,72.83973768,"The Unicontental, 3rd Road, Off SV Road,KharWest, Khar, Mumbai",Khar, Mumbai,1500,3.8,yes,no,yes,yes,no,no
290,Boteco,19.06128034,72.86787909,"Unit GO 1A, Ground Floor, Parinee Crescenzo, G Block,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,1900,4.5,yes,no,yes,no,yes,no
291,Radha Krishna,19.11499828,72.84304284,"50, SV Road,Near Andheri West Station, Mumbai",Near Andheri West Station, Mumbai,750,3.8,yes,no,no,no,no,no
292,Sai Palace,19.11493587,72.86048893,"Near Holy Family School,MahakaliRoad, Mahakali, Mumbai",Mahakali, Mumbai,1100,3.9,yes,no,yes,no,no,no
293,Veranda,19.0667505,72.8301432,"Pali Hill, Bandra WestHotel Executive Enclave, 331, Dr Ambedkar Road,","Pali Hill, Bandra West", Mumbai,3000,4.4,no,no,yes,yes,yes,no
294,Nau Se Barah 9/12,19.101123,73.010125,"Ground Floor, Balaji movieplex, Sector 8,Kopar Khairane, Navi Mumbai",Kopar Khairane, Mumbai,1000,3.8,no,yes,yes,yes,no,no
295,The Chocolate Room,19.07838945,72.9039662,"Shop 1, M G Road, Opposite Kotak Mahindra Bank,Ghatkopar East, Mumbai",Ghatkopar East, Mumbai,500,3.9,no,no,no,no,no,no
296,The Bar Terminal,18.9302308,72.8332349,"6/8, Rajabahadur Mansion, Hamam Street, Next to Bombay Stock Exchange Building,Fort, Mumbai",Fort, Mumbai,1200,3.6,no,yes,yes,yes,no,no
297,Aromas Cafe,19.11691643,72.90987745,"Ground Floor, Ventura Building, Hiranandani Gardens,Powai, Mumbai",Powai, Mumbai,1200,3.8,yes,no,no,yes,no,no
298,Jia The Oriental Kitchen,18.9241,72.833567,"2, Dhanraj Mahal, C. S. Marg,Colaba, Mumbai",Colaba, Mumbai,2500,4.5,yes,no,yes,no,no,no
299,Chaubara 601,19.1959487,72.97968227,"Naupada, Thane WestRooftop, CKP Hall, Kharkar Alley, Next to NKT College, Behind Thane Court,","Naupada, Thane West", Mumbai,1000,4.5,no,yes,no,no,yes,yes
300,Copper Chimney,18.988341,72.814083,"12A, Lotus Court, Dr Annie Besant Road,Worli, Mumbai",Worli, Mumbai,1150,3.7,yes,no,yes,no,yes,no
301,The Table,18.92406393,72.83317197,"Kalapesi Trust Building, Near Hotel Suba Palace, CS Maharishi Marg,Colaba, Mumbai",Colaba, Mumbai,4000,4.1,no,no,yes,yes,yes,no
302,Off The Grid,19.14048628,72.83321551,"Oshiwara, Andheri WestG-5, Mourya Landmark 1, Plot B - 25, Off link Road, Opposite Infinity Mall,","Oshiwara, Andheri West", Mumbai,1000,3.9,no,yes,yes,yes,yes,no
303,Ustaadi,18.94555007,72.83395652,"B, Sitaram Building, Dr. D. N. Road, Near Crawford Market,Mumbai CST Area, Mumbai",Mumbai CST Area, Mumbai,1200,4.1,yes,yes,no,yes,yes,no
304,Pratap The Dhaba,19.1489474,72.83209573,"Oshiwara, Andheri WestLink Plaza, Next To Punjab & Maharashtra Bank,","Oshiwara, Andheri West", Mumbai,1000,3.9,yes,yes,yes,no,yes,no
305,Red Olives,19.11601676,72.90907681,"19, Ventura Building, Hiranandani Business Park, Central Avenue Road,Powai, Mumbai",Powai, Mumbai,1500,4.5,yes,no,yes,yes,yes,no
306,Gustoso,19.0700986,72.82916073,"Jharna Apartments, Dr BR Ambedkar Road,KharWest, Khar, Mumbai",Khar, Mumbai,2200,3.9,yes,yes,yes,no,yes,no
307,Sheesha Sky Lounge,18.992493,72.824234,"P2 Building, 4th Floor, Roof Top Terrace Raghuvanshi Estate, S.B Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1500,4,no,yes,no,yes,yes,yes
308,Cafe Coffee Day,19.0400832,72.8465625,"Cadell RoadMahim, 96, Ground Floor, Jahangir Baug, Mahim, Mumbai",Mahim, Mumbai,500,2.6,yes,no,no,no,no,no
309,Biryani Barbeque Chinese By  Borivali Biryani Centre,19.22992041,72.84797274,"Shraddha Heights, Babhai Naka, Opposite Kam Dhenu Building,Borivali West, Mumbai",Borivali West, Mumbai,550,4.1,yes,no,no,no,no,no
310,Delhi Darbar,18.92350923,72.83152275,"10/14, Holland House, Shaheed Bhagat Singh Road, Near Regal Cinema,Colaba, Mumbai",Colaba, Mumbai,900,3.4,yes,no,no,no,no,no
311,MexiChino,19.2277698,72.8486164,"Ground Floor, Lucky Laxmi Building, Lane Opp. To gate no 2 of Veer Savarkar garden, Vasantrao Chogle Road, Opposite Bhatiawadi, Babhai Naka,Borivali West, Mumbai",Borivali West, Mumbai,700,4.1,yes,no,no,no,yes,no
312,The Blue,19.065922,72.8310077,"Pali Hill, Bandra WestShop 1, Sai Pooja Building, 16th Road & 33rd Road Junction,","Pali Hill, Bandra West", Mumbai,1500,4.5,no,yes,no,no,no,no
313,Lucky Restaurant,19.0539737,72.8376828,"Hill Road, Bandra WestJunction Of SV Road & Hill Road,","Hill Road, Bandra West", Mumbai,750,3.6,yes,yes,no,yes,yes,no
314,Dara's Dhaba,19.2772,72.888958,"Western Express Highway 8, Kashimira, PostMira RoadEast, Mumbai, Mira Road, Mumbai",Mira Road, Mumbai,1200,3.6,yes,yes,yes,no,no,no
315,TNBT : The Next Big Thing,18.95618666,72.81199761,"29/A, Jethabhai Govindji Building, Opposite Merchants Club, Metro Motors Lane, Rangekar Road,Chowpatty, Mumbai",Chowpatty, Mumbai,850,4,yes,no,no,yes,no,no
316,Cafe Bandra,19.062438,72.831042,"Pali Hill, Bandra West85, Luis Belle CHS LTD, TPS 3 Junction of 16th & 30th Road,","Pali Hill, Bandra West", Mumbai,800,3.9,no,yes,no,no,yes,no
317,Genuine Broaster Chicken,19.13019527,72.81816334,"Versova, Andheri WestShop 1 and 2, Tirupati Tower, Opposite Thakkar Sweets,","Versova, Andheri West", Mumbai,800,3.8,yes,yes,yes,no,yes,no
318,Pali Bhavan,19.0620995,72.8295392,"10 Adarsh Nagar, Next to Costa Coffee, Pali Naka,Pali Hill, Bandra West, Mumbai","Pali Hill, Bandra West", Mumbai,3000,3.9,no,no,yes,no,no,no
319,Kazuza,19.06876359,72.83721272,"301, Hi-Tech Centre, SV Road, NearKharTraffic Police Station, Khar, Mumbai",Khar, Mumbai,800,4.2,no,yes,no,yes,yes,no
320,Guru Kripa,19.04301331,72.86160104,"40, Guru Kripa Building, Road 24, Near SIES College,Sion, Mumbai",Sion, Mumbai,300,4.3,no,no,no,no,no,no
321,TGI Fridays,19.06545725,72.83322729,"201, Second Floor, Link Corner, Bandra,KharWest, Khar, Mumbai",Khar, Mumbai,2500,3.3,no,yes,yes,yes,yes,no
322,Canto Cafe & Bar,18.95645175,72.81403407,"534, SVP Road, Hughes Road, Opera House,Charni Road, Mumbai",Charni Road, Mumbai,1300,4.2,yes,no,yes,yes,yes,no
323,KFC,19.11875315,72.91133255,"Ground Floor, Haiko Mall, Hiranandani Gardens,Powai, Mumbai",Powai, Mumbai,550,3.4,yes,no,no,no,no,no
324,Monkey Bar,19.06552475,72.83259697,"Linking Road, Bandra WestSummerville, Junction of 14th & 33rd Road,","Linking Road, Bandra West", Mumbai,1800,3.8,yes,yes,yes,no,yes,no
325,D:OH!,19.0059076,72.8268879,"Ground Floor, Unit 2B, Trade View, Kamala City, Kamala Mills Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,800,3.8,yes,yes,yes,no,yes,no
326,Bombay 63,19.175754,72.8686134,"Shop 2, Near Dindoshi Court, Film City Road,Goregaon East, Mumbai",Goregaon East, Mumbai,800,3.8,yes,yes,yes,no,yes,no
327,Poetry by Love and Cheesecake,19.06517364,72.8309169,"Linking Road, Bandra WestPali Darshan, Junction of 16th & 33rd road,","Linking Road, Bandra West", Mumbai,1000,4.2,yes,no,no,no,no,no
328,Sirocco,19.13682779,72.81013012,"Inch By Inch Body Temple, JP Road, Off Yari Road, Panch Nagar, Near D Mart,Versova, Andheri WestMumbai 400061, Versova, Andheri West","Versova, Andheri West", Mumbai,1200,3.8,yes,yes,yes,yes,yes,no
329,Kasbah Grand,19.16459509,72.83506695,"Top Floor, Chandiwala Arcade, Opposite Bangur Nagar, Goregoan Link Road,Goregaon West, Mumbai",Goregaon West, Mumbai,1400,3.7,yes,yes,no,no,yes,yes
330,The Appetite Momos,19.1869839,72.97445599,"Naupada, Thane WestDada Patil Wadi, Opposite Kotak Mahindra ATM, Railway Station,","Naupada, Thane West", Mumbai,200,4.2,yes,no,no,no,no,no
331,Maharaja Bhog,18.9989783,72.8302239,"Opposite Kamla Mills Senapati Bapat Marg, Todi Mills ,Lower Parel, Mumbai",Lower Parel, Mumbai,1180,4.1,yes,no,no,no,no,no
332,Belstone,18.9923248,72.823772,"First Floor, 11/12, Raghuvanshi Mills, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1100,3.7,yes,no,no,yes,yes,no
333,SardaarJi,19.11732,72.829293,"Shop 14,JuhuEkta CHS, Next to Mohan Medical, Juhu Versova Link Road, Juhu, Mumbai",Juhu, Mumbai,500,3.9,yes,no,no,no,no,no
334,The Stables - Peninsula Redpine,19.10967295,72.87591398,"Peninsula Redpine, Near Airport Road Metro Station, Andheri East,Marol, Mumbai",Marol, Mumbai,1500,3.9,no,yes,yes,yes,yes,no
335,Quesso Ristorante,19.14898192,72.83278909,"Oshiwara, Andheri West93-96, Link Plaza Commercial Premises, Above Shreejee Veg Wonder, Link Road Extension,","Oshiwara, Andheri West", Mumbai,1600,4.1,yes,no,yes,no,yes,no
336,JW Café - JW Marriott Mumbai Sahar,19.1040365,72.8744336,"JW Marriott Mumbai Sahar, IA Project Road, Chhatrapati Shivaji International Airport, Mumbai Sahar,Chakala, Mumbai",Chakala, Mumbai,4000,4.7,no,yes,yes,yes,yes,no
337,Hungry Head,19.12213065,72.91335158,"1, Hakone, BehindPowaiPlaza, Powai, Mumbai",Powai, Mumbai,400,3.7,yes,no,no,no,no,no
338,Mamagoto,19.0548358,72.8282284,"133, Ground Floor, Gazebo House,Hill Road, Bandra West, Mumbai, Maharashtra","Hill Road, Bandra West", Mumbai,1500,4.1,yes,no,yes,no,no,no
339,Warehouse Kitchen,19.2402077,72.8426948,"5, Sureshwari Vilas, Link Road, Near Eskay Resort,Borivali West, Mumbai",Borivali West, Mumbai,1000,3.6,yes,no,yes,yes,yes,no
340,Hard Rock Cafe,19.1360701,72.8355079,"Sharyans Audeus, Ground Floor, Opposite Yashraj Studios,Veera Desai Area, Mumbai Veera Desai Area",Veera Desai Area, Mumbai,2500,4.2,no,no,yes,no,no,no
341,The Irish House,18.9943155,72.8242913,"Phoenix Mills Compound, High Street Phoenix, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1900,4,no,yes,yes,no,no,no
342,The Irish House,19.0616985,72.8297419,"Pali Hill, Bandra West7, A-Wing, Gasper Enclave, Palinaka,","Pali Hill, Bandra West", Mumbai,1900,4.2,no,no,yes,no,no,no
343,The Irish House,18.9275873,72.8323348,"Rampart Row, Near Rhythm House, Kalaghoda,Fort, Mumbai",Fort, Mumbai,1900,4,no,yes,yes,yes,yes,no
344,The Irish House,19.1349878,72.8328513,"Level One, Fun Republic, Veera Desai Road, Shah Industrial Estate,Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,1900,4.3,no,yes,yes,no,no,no
345,The Irish House,19.17312758,72.83566844,"2nd Floor, Inorbit Mall, Link Road,Malad West, Mumbai",Malad West, Mumbai,1900,4.1,no,yes,yes,no,no,no
346,The Irish House,19.08555762,72.88915034,"Level 1, Phoenix Market City Mall, LBS Road,Kurla, Mumbai",Kurla, Mumbai,1900,4,no,yes,yes,no,no,no
347,The Irish House,19.2085024,72.9714887,"Majiwada, Thane WestViviana Mall, Level 1, Eastern Express Highway, Beside Jupiter Hospital,","Majiwada, Thane West", Mumbai,1900,4.1,no,yes,yes,no,no,no
348,PizzaExpress,19.2087098,72.9716617,"Majiwada, Thane West2nd Floor, Viviana Mall, Eastern Express Highway, Near Jupiter Hospital,","Majiwada, Thane West", Mumbai,1500,4.3,no,no,yes,no,no,no
349,SodaBottleOpenerWala,19.20828844,72.97198098,"Majiwada, Thane WestViviana Mall, Eastern Express Highway, Near Jupiter Hospital,","Majiwada, Thane West", Mumbai,1300,4.1,no,no,yes,yes,no,no
350,Taj Mahal Tea House,19.04857783,72.82591391,"Reclamation, Bandra West36-A, Ground Floor, Sanatan Pereira Bungalow, St. John Baptist Road,","Reclamation, Bandra West", Mumbai,1500,4.4,no,no,no,yes,yes,no
351,Waters 24 - Vintage Cafe,19.195121,72.961905,"Panch Pakhadi, Thane West2nd floor, Sun Magnetica Building, Greens Road, Louis Wadi Service Road, Near Eastern Express Highway,","Panch Pakhadi, Thane West", Mumbai,700,3.8,no,yes,yes,yes,no,yes
352,Hemant Oberoi,19.195121,72.961905,"Unit 5, Ground Floor, Jet Airways Godrej Building,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,4000,4.4,no,no,yes,yes,yes,no
353,JW Café - JW Marriott Mumbai Sahar,19.1040365,72.8744336,"JW Marriott Mumbai Sahar, IA Project Road, Chhatrapati Shivaji International Airport, Mumbai Sahar,Chakala, Mumbai",Chakala, Mumbai,4000,4.7,no,yes,yes,yes,yes,no
354,The Finch,19.114882,72.888464,"Finch Shah Industrial Estate, Opp. Huntsman Building, Saki Vihar Road, Andheri (E), Mumbai-400072","Linking Road, Bandra West", Mumbai,3000,4.3,no,yes,yes,yes,yes,no
355,China Gate,19.06221644,72.83457175,"Linking Road, Bandra West155, Waterfield Road, Tamang Niwas,","Linking Road, Bandra West", Mumbai,1800,3.6,yes,no,yes,no,yes,no
356,Roots Cafe,19.10961656,72.87607625,"Peninsula Redpine, Near Airport Road Metro Station, Andheri East,Marol, Mumbai",Marol, Mumbai,900,3.5,no,yes,yes,no,no,yes
357,Madras Diaries,19.06007044,72.83403631,"Linking Road, Bandra WestShop 7, Ground Floor, Muzaffar Manor, 117 Waterfield Road,","Linking Road, Bandra West", Mumbai,550,3.8,no,no,no,yes,yes,no
358,B MAD - The Restaurant,19.17324982,72.95541164,"Shop 6,7,8, 1st Floor, Munshi Estate, M.G Road, Near Mulund Station,Mulund West, Mumbai - 80",Mulund West, Mumbai,1200,3.8,no,no,no,no,no,no
359,Hotel Sai Palace Garden,19.27608333,72.89006111,"Western Express Highway, Near Laxmi Baug, KashiMira Road, Mumbai",Mira Road, Mumbai,1500,3.7,no,no,yes,no,no,no
360,Urban Tadka,19.1271518,72.82175381,"7 Bungalows, Andheri WestShiv Shopping Center, Off J.P. Road Junction, Off Bon Bon Lane and Juhu Versova Link Road,","7 Bungalows, Andheri West", Mumbai,1000,3.7,yes,no,yes,no,no,no
361,The Homemade Cafe,19.14961949,72.83153851,"Oshiwara, Andheri West4, 41, Kaveri Building, Near Oshiwara Police Station, Oshiwara Link Road,","Oshiwara, Andheri West", Mumbai,1200,4.2,yes,no,no,no,no,no
362,NRI - Not Really Indian,19.0546437,72.8499325,"2, North Avenue, Maker Maxity,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,2000,3.9,no,yes,yes,no,yes,no
363,Cafe Delhi Heights,19.004722,72.826062,"Unit 2, C.S. 448, Ground Floor, Kamala Mills Compund, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,2000,3.8,no,no,yes,yes,no,no
364,Peshawri - ITC Maratha,19.104306,72.8704543,"ITC Maratha, Sahar Road,Chakala, Mumbai",Chakala, Mumbai,5000,4.5,no,no,yes,yes,yes,no
365,The Bohri Kitchen,19.104306,72.8704543,"Worli, Mumbai",Worli, Mumbai,600,4.4,no,no,no,no,no,no
366,Relish - International Veg Cuisine,18.93030319,72.82632094,"Prem Court, J Tata Road,Churchgate, Mumbai",Churchgate, Mumbai,1200,4.1,yes,no,no,no,no,no
367,The Benedict Bistro & Bar,19.05076138,72.82720607,"Reclamation, Bandra WestBuilding 68, Chapel Road, Behind Lilavati Hospital,","Reclamation, Bandra West", Mumbai,2000,4.1,yes,yes,yes,yes,yes,yes
368,Dinshaw's Xpress Cafe,19.15242215,72.83097222,"Oshiwara, Andheri West6, Oshiwara Shop, Windermere Building, Off Link Road,","Oshiwara, Andheri West", Mumbai,800,3.9,yes,yes,no,no,no,no
369,Bennie's By Flag's,19.14427818,72.82919995,"Andheri Lokhandwala, Andheri WestFlags Avant Garde, Near Marks and Spencer’s, K. R. Basakhetre Road,","Andheri Lokhandwala, Andheri West", Mumbai,1500,4.2,yes,no,yes,no,yes,no
370,Kitty Su - The Lalit Mumbai,19.1060117,72.8748801,"The Lalit Mumbai, Sahar Airport Road, Andheri East,Chakala, Mumbai",Chakala, Mumbai,3000,3.5,no,yes,yes,no,yes,no
371,Sindhful,19.06942777,72.83796072,"Haji Mansion, 5th Road,KharWest, Khar, Mumbai",Khar, Mumbai,800,4.4,yes,no,no,no,no,no
372,Trioz,19.06942777,72.83796072,"406, SV Road, First Floor, Next to Pawan Hans,Vile Parle West, Mumbai Above Dominos",Vile Parle West, Mumbai,1100,3.3,no,yes,yes,no,yes,no
373,Aaswad,19.020628,72.8369474,"61, Mejwani, Sadanand, Gokhale Road, Opposite Amar Hind Mandal,Dadar Shivaji Park, Mumbai",Dadar Shivaji Park, Mumbai,300,4.2,yes,no,no,no,no,no
374,Facing East,19.11022513,72.82748234,"JVPD Scheme, 13th Road, NearJuhuGymkhana, Juhu, Mumbai",Juhu, Mumbai,1300,3.8,yes,no,yes,no,no,no
375,Oye Kake,19.0059054,72.8268648,"Ground Floor, Trade View Building Oasis Complex, Kamala Mills Compound, Pandurand Budhkar Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,600,3.8,yes,no,yes,no,no,no
376,Banana Leaf,19.12525974,72.82243006,"7 Bungalows, Andheri WestShubham CHS, Opposite Vikram Petrol Pump, Juhu Versova Link Road,","7 Bungalows, Andheri West", Mumbai,600,3.9,yes,no,no,no,yes,no
377,Juno's Pizza,19.084587,72.907544,"Shop 2, Madhav Apartment, Jawahar Road,Ghatkopar East, Mumbai",Ghatkopar East, Mumbai,600,4.4,yes,no,no,no,no,no
378,Hideout Cafe and Bar,18.9953199,72.8252953,"Unit 9&10, Block 16, High Street Phoenix, Opposite Sky Zone,  Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1300,3.7,no,yes,yes,yes,no,no
379,Garde Manger Cafe,19.1047979,72.8521826,"Parmar CHS, Paranjape B Scheme, 1st Road Near Mahila Sangh School,Vile Parle East, Mumbai",Vile Parle East, Mumbai,650,4.4,yes,no,no,yes,no,no
380,70 beans,19.0556592,73.01530503,"8 /9, Plot 5, Vasundhara Height, Sector 11,   
Navi Mumbai (Opposite Juinagar Railway Station),Sanpada, Sanpada, Navi Mumbai",Sanpada, Mumbai,1000,4.9,yes,yes,no,yes,no,no
381,Dakshinayan,19.11251146,72.82573387,"Hotel Anand, Gandhigram Road, Near Hare Krishna Temple,Juhu, Mumbai",Juhu, Mumbai,600,4.1,yes,no,no,no,no,no
382,GOT - Gospel Of Taste,19.06141502,72.83268783,"Linking Road, Bandra WestPlot 126 A, 29th Road, Turner Road, Next to Duruelo Convent School,","Linking Road, Bandra West", Mumbai,300,4,yes,no,no,no,no,no
383,Lady Baga,19.00599636,72.82715189,"Oasis Complex, Kamala Mills, Gate 4,Lower Parel, Mumbai",Lower Parel, Mumbai,1500,3.7,no,yes,yes,no,yes,no
384,Gurukripa,19.1169895,72.8892514,"55, Thunga Village, Opposite Local Office Bus Stop, Saki Vihar Road,Powai, Mumbai",Powai, Mumbai,1200,4,no,yes,yes,no,yes,no
385,Smoke House Deli,19.065369,72.8299032,"Pali Hill, Bandra WestClove At 33rd Road, B. R. Ambedkar Road,","Pali Hill, Bandra West", Mumbai,1400,4.1,yes,yes,yes,no,yes,no
386,Craftbar,19.06063546,72.85097111,"Hallmark Business Plaza, Sant Dyaneshwar Marg, Near Chetna College, Kalanagar,Bandra East, Mumbai",Bandra East, Mumbai,2000,3.8,no,yes,yes,no,yes,no
387,Salt Water Cafe,19.05050341,72.82692544,"Reclamation, Bandra West87 Chapel Road, Next to Mount Carmel Church,","Reclamation, Bandra West", Mumbai,1500,4,yes,yes,yes,yes,no,no
388,Kofuku,19.06108133,72.83619583,"6th Floor, Suburbia Mall, Next To Shoppers Stop,Linking Road, Bandra West, Mumbai","Linking Road, Bandra West", Mumbai,2300,4.2,yes,yes,yes,yes,yes,no
389,South High Restaurant & Bar,19.004084,72.827617,"Ground Floor, Trade Tower, B Wing, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1100,4.3,yes,no,yes,no,no,no
390,Afzal Restaurant,18.96989752,72.84086421,"9A, Shivdas Champsi Marg, Opposite Sai Niketan Building, Mazgaon,Byculla, Mumbai",Byculla, Mumbai,500,3.6,yes,no,no,no,no,no
391,Grass & Gossips,19.1776363,72.9513286,"819/B, Ridhi Sidhi, Near Police Station, Shahid Mangal Pandey Marg,Mulund West, Mumbai",Mulund West, Mumbai,200,3.7,yes,no,no,no,no,no
392,Tight,19.0656162,73.0007235,"1st Floor, Above KFC, Inside Inorbit Mall, Sector 30 A,Vashi, Navi Mumbai",Vashi, Mumbai,1000,3.5,no,yes,yes,no,no,no
393,The Bombay Bronx (TBB),18.97520609,72.8063472,"10, Hub Town, Akriti Sky Bay, Bhulabhai Desai Road,Breach Candy, Mumbai",Breach Candy, Mumbai,1500,3.7,no,no,yes,no,yes,no
394,Elco,19.0558515,72.8332185,"Hill Road, Bandra West2/A, Elco Market, 46,","Hill Road, Bandra West", Mumbai,450,3.6,yes,no,no,no,no,no
395,Kettle & Keg,19.06718,72.832816,"Shop 1, Celeste Building, Plot 470, Kinchin CHS, 14th Road,Khar, Mumbai",Khar, Mumbai,1600,4.4,yes,no,yes,yes,yes,no
396,FiestaBites,19.01623804,72.83516318,"Shop 8, Sugee Sadan, Gokhale Road, Babasaheb Ambedkar Nagar,Dadar West, Mumbai",Dadar West, Mumbai,800,3.8,yes,no,no,yes,no,no
